NRDB编号,循环,卡包,序号,英文名称,名称,文本,风味文字,阵营,派系,类型,子类型,是否独有,构筑张数限制,推进需求,议案分数,基础中转,牌组最小张数,牌组影响力上限,费用,强度,内存费用,销毁费用,影响力费用,卡图作者
32006,北极光,极昼增强包,6,Vladisibirsk City Grid,符拉迪西比尔斯克城际网阵,"你可以推进本升级。
每回合限一次 → <strong>2枚所附载的推进指示物:</strong> 放置2枚推进指示物到本服务器根目录中另一张你可以推进的卡牌上。
每台服务器限制1个<strong>区域</strong>。",,公司,网际传媒,升级,区域,,3,,,,,,3,,,4,4,Kira L. Nguyen
32007,北极光,极昼增强包,7,Azef Protocol,阿泽夫协议,"作为将本议案计分的额外费用，销毁另1张你已安装的卡牌。
当你将本议案计分时，造成2点肢体伤害。",,公司,威兰财团,议案,防卫,,3,3,2,,,,,,,,,Benjamin Giletti
33001,北极光,极昼,1,Esâ Afontov: Eco-Insurrectionist,艾萨·阿方托夫: 生态起义者,每回合你第一次受到核心伤害时，你可以抽1张卡牌并破坏2。<em>（公司选择从总部和/或研发中心顶端销毁2张卡牌。）</em>,等待不解决问题。危机就在眼前；选边站吧。,潜袭者,反叛者,潜袭者特性,半机械人,,1,,,0,45,15,,,,,,Benjamin Giletti
33002,北极光,极昼,2,Chastushka,恰斯图什卡,潜袭总部。如果成功，破坏4，代替侵入总部。<em>（公司选择从总部和/或研发中心顶端销毁4张卡牌。）</em>,"我们都一无所有
安卓人也是战友
再不歇就要怒吼
老杰克听到没有？",潜袭者,反叛者,事件,潜袭 - 破坏,,3,,,,,,3,,,,4,Adam S. Doyle
33003,北极光,极昼,3,Running Hot,过热运行,"作为打出本事件的额外费用，受到1点核心伤害。
获得[click][click][click]。",我们可以改变世界，只要我们乐意以被改变为代价。,潜袭者,反叛者,事件,,,3,,,,,,1,,,,3,Elizaveta Sokolova
33004,北极光,极昼,4,Steelskin Scarring,钢肤疤痕,"抽3张卡牌。
当本事件从你的操控器或存储栈中被销毁时，你可以抽2张卡牌。",反应式植入体会收回我们倒下同志们的记忆。他们的牺牲将成为我们的护盾。,潜袭者,反叛者,事件,,,3,,,,,,1,,,,2,Elliott Birt
33005,北极光,极昼,5,Ghosttongue,幽灵之舌,"当你安装本硬件时，受到1点核心伤害。
所有事件的打出费用减1[credit]。",三寸之舌，强于百万之师。,潜袭者,反叛者,硬件,义体,是,3,,,,,,2,,,,3,Martin de Diego Sádaba
33006,北极光,极昼,6,Marrow,骨髓,"+1[mu]
你的手牌上限+3。
当你安装本硬件时，受到1点核心伤害。每当公司将一个议案计分时，破坏1。<em>（公司选择从总部或研发中心顶端销毁1张卡牌。）</em>
每位玩家限制1个<strong>控制台</strong>。",,潜袭者,反叛者,硬件,控制台 - 义体,是,3,,,,,,2,,,,2,Martin de Diego Sádaba
33007,北极光,极昼,7,Begemot,别格莫特,"当你安装本程序时，受到1点核心伤害。
你本局游戏中每受到过1点核心伤害，本程序的强度+1。
对接 → <strong>1[credit]:</strong> 破解任意数量的<strong>屏障</strong>子进程。",他缄默不语，但我清楚他想从我这里得到什么。,潜袭者,反叛者,程序,分解模块 - 破解器,,3,,,,,,5,2,2,,4,Martin de Diego Sádaba
33008,北极光,极昼,8,Avgustina Ivanovskaya,奥古斯蒂娜·伊万诺夫斯卡娅,每回合你第次安装一个<strong>病毒</strong>程序时，破坏1。<em>（公司选择从总部或研发中心顶端销毁1张卡牌。）</em>,“作为工会代表，有时需要采取更加……直接的行动。”,潜袭者,反叛者,资源,人脉,是,3,,,,,,1,,,,1,Dave Lee
33009,北极光,极昼,9,Light the Fire!,点燃星火！,[click]，[trash]，<strong>受到1点核心伤害:</strong> 潜袭一台远程服务器。在本次潜袭中，被攻击的服务器根目录中的卡牌失去所有能力。当本次潜袭成功时，销毁被攻击的服务器根目录中的所有卡牌。,星星之火，可以摧毁数以亿计的信用点……也可以燎尽蹂躏我们世界的腐朽。,潜袭者,反叛者,资源,破坏,,3,,,,,,1,,,,2,Olie Boldador
33010,北极光,极昼,10,The Twinning,孪晶,"每回合你第一次花费已安装的卡牌上的信用点时，放置1枚能量指示物到本资源上。
每当你侵入总部或研发中心时，你可以移除最多2枚所附载的能量指示物，以额外读取等量的卡牌。",一切都在折叠，反复折叠；合二为一。,潜袭者,反叛者,资源,虚拟,是,3,,,,,,3,,,,3,Adam S. Doyle
33011,北极光,极昼,11,"Nyusha ""Sable"" Sintashta: Symphonic Prodigy",纽纱·“黑貂”·辛塔什塔: 交响奇才,"当你的回合开始时，发现你的目标。<em>（如果你没有目标，一台随机的中央服务器成为你本回合的目标。）</em>
每回合你第一次对你的目标进行成功的潜袭时，获得[click]。",缺陷中同时蕴藏着美和机遇。,潜袭者,逆法者,潜袭者特性,转基因人,,1,,,0,45,15,,,,,,Benjamin Giletti
33012,北极光,极昼,12,Carpe Diem,时不再来,"发现你的目标。<em>（如果你没有目标，一台随机的中央服务器成为你本回合的目标。）</em>
获得4[credit]。你可以潜袭你的目标。",聆听的最佳时机，就是他人聆听你之时。,潜袭者,逆法者,事件,潜袭,,3,,,,,,1,,,,2,Benjamin Giletti
33013,北极光,极昼,13,Pinhole Threading,穿针引线,潜袭任意一台服务器。如果成功，读取另一台服务器根目录中的1张卡牌，代替侵入被攻击的服务器。如果该卡牌是议案，你本次读取中不能窃取或销毁之。,姥姥会感到自豪的。,潜袭者,逆法者,事件,潜袭,,3,,,,,,1,,,,1,Bruno Balixa
33014,北极光,极昼,14,PAN-Weave,个域网编织,"当你安装本硬件时，受到1点肢体伤害。
每回合你第一次对总部进行成功的潜袭时，公司失去1[credit]。如果其如此做，你获得1[credit]。",以最轻微的点触，盗取信用点。,潜袭者,逆法者,硬件,义体,是,3,,,,,,2,,,,4,Martin de Diego Sádaba
33015,北极光,极昼,15,Virtuoso,演奏大师,"+1[mu]
当你的回合开始时，发现你的目标。<em>（如果你没有目标，一台随机的中央服务器成为你本回合的目标。）</em>
每回合你第一次对你的目标进行成功的潜袭时，如果该服务器是总部，当你侵入总部时，额外读取1张卡牌。否则，当本次潜袭结束时，侵入总部。
每位玩家限制1个<strong>控制台</strong>。",,潜袭者,逆法者,硬件,控制台,是,3,,,,,,4,,,,4,Zoe Cohen
33016,北极光,极昼,16,Cat's Cradle,翻花绳,"每层<strong>门禁</strong>防火墙的激活费用加1[credit]。
对接 → <strong>1[credit]:</strong> 破解1条<strong>门禁</strong>子进程。
<strong>1[credit]:</strong> 强度+1。",让我来给你翻一块地毯、一条鱼、一段神奇的故事……,潜袭者,逆法者,程序,解码模块 - 破解器,,3,,,,,,2,1,1,,2,Bruno Balixa
33017,北极光,极昼,17,Cezve,土耳其咖啡壶,"2[recurring-credit] <em>（当你安装本卡牌时及你的回合开始前，将所附载的信用点补充至2个。）</em>
你可以在对中央服务器的潜袭中花费所附载的信用点。",细粉咖啡的丝滑，焦糖的香气，火焰的温热。这是我永不忘怀的每日仪式。,潜袭者,逆法者,程序,,,3,,,,,,2,,1,,3,Bruno Balixa
33018,北极光,极昼,18,Revolver,左轮手枪,"当你安装本程序时，放置6枚能量指示物到本程序上。
对接 → [trash]或<strong>所附载的能量指示物:</strong> 破解1条<strong>警报</strong>子进程。
<strong>2[credit]:</strong> 强度+3。","“用眼睛去瞄准。用意识去射击。用灵魂去破解。”
—幻日",潜袭者,逆法者,程序,破解器 - 断路模块 - 武器,,3,,,,,,2,1,1,,3,Bruno Balixa
33019,北极光,极昼,19,Backstitching,回针绣,"当你的回合开始时，发现你的目标。<em>（如果你没有目标，一台随机的中央服务器成为你本回合的目标。）</em>
在对你目标的潜袭中，每当你遭遇一层防火墙时，你可以销毁本资源以略过该防火墙。",后退一步。寻找掩护。前进两步。如此反复，安全永驻。,潜袭者,逆法者,资源,虚拟,,3,,,,,,2,,,,2,Adam S. Doyle
33020,北极光,极昼,20,No Free Lunch,没有免费午餐定理,"[trash]<strong>:</strong> 获得3[credit]。
[trash]<strong>:</strong> 移除1枚锁定标记。",如果我们能从我们的安卓人表亲那里学到些什么，那就是没有通向完美的捷径。做决策前请三思。,潜袭者,逆法者,资源,,,3,,,,,,0,,,,1,Bruno Balixa
33021,北极光,极昼,21,Captain Padma Isbister: Intrepid Explorer,帕德玛·伊斯比斯特船长: 无畏探索者,每回合第一次对研发中心的潜袭开始时，你可以对1张你已安装的卡牌充能。<em>（在一张已经有能量指示物的卡牌上再放置1枚。）</em>,海洋是万物之源。海洋的呼吸必须保持纯净和健康。,潜袭者,塑造者,潜袭者特性,半机械人,,1,,,0,45,15,,,,,,Benjamin Giletti
33022,北极光,极昼,22,Deep Dive,深潜,"只有你本回合对总部、研发中心与档案库均进行过成功的潜袭时，才能打出。
公司必须将研发中心顶端8张卡牌牌面朝上置于一旁。读取其中1张卡牌。你可以花费[click]，以读取其中另1张卡牌。然后，公司将置于一旁的卡牌洗入研发中心。",,潜袭者,塑造者,事件,,,3,,,,,,2,,,,5,Cat Shen
33023,北极光,极昼,23,Into the Depths,深海探险,潜袭任意一台服务器。如果成功，本次潜袭中你每通过1次防火墙，结算本次潜袭中你尚未结算过的下列中的1项:<ul><li>获得4[credit]。</li><li>从你的存储栈中搜寻一个程序。安装之。</li><li>对1张你已安装的卡牌充能。<em>（在一张已经有能量指示物的卡牌上再放置1枚。）</em></li></ul>,,潜袭者,塑造者,事件,潜袭,,3,,,,,,1,,,,3,Kira L. Nguyen
33024,北极光,极昼,24,Rigging Up,设备装配,从你的操控器安装1个程序或硬件，其安装费用减3[credit]。如可能，你可以对该卡牌充能。<em>（如果其上已经有能量指示物，再放置1枚。）</em>,伊迪才不管那些嘈杂的声音。只要能待在主人旁边，她就感到心满意足了。,潜袭者,塑造者,事件,改造,,3,,,,,,0,,,,3,Benjamin Giletti
33025,北极光,极昼,25,Endurance,坚忍号,"+2[mu]
当你安装本硬件时，放置3枚能量指示物到本硬件上。
每回合你第一次进行成功的潜袭时，放置1枚能量指示物到本硬件上。
<strong>2枚所附载的能量指示物:</strong> 破解最多2条子进程。
每位玩家限制1个<strong>控制台</strong>。",,潜袭者,塑造者,硬件,控制台 - 载具,是,3,,,,,,8,,,,5,Anna Butova
33026,北极光,极昼,26,Hyperbaric,高压舱,"当你安装本程序时，放置1枚能量指示物到本程序上。
每有1枚所附载的能量指示物，本程序的强度+1。
对接 → <strong>1[credit]:</strong> 破解1条<strong>门禁</strong>子进程。
<strong>2[credit]:</strong> 放置1枚能量指示物到本程序上。",,潜袭者,塑造者,程序,解码模块 - 破解器,,3,,,,,,3,0,1,,3,Cat Shen
33027,北极光,极昼,27,Propeller,螺旋桨,"当你安装本程序时，放置4枚能量指示物到本程序上。
对接 → <strong>1[credit]:</strong> 破解1条<strong>屏障</strong>子进程。
<strong>所附载的能量指示物:</strong> 强度+2。",在网域空间中，可以根据需要操纵有形空间，而防火墙的开发很少会考虑到流体动力学。,潜袭者,塑造者,程序,分解模块 - 破解器,,3,,,,,,1,0,1,,2,Cat Shen
33028,北极光,极昼,28,"Daeg, First Net-Cat",网域猫首领戴格,每当一个议案被计分或窃取时，你可以对1张你已安装的卡牌充能。<em>（在一张已经有能量指示物的卡牌上再放置1枚。）</em>,“为首的是他，然后是斯镐特、琼斯、帕克、布卡、斯奎、布茨……你懂的。”,潜袭者,塑造者,资源,同伴 - 虚拟,是,3,,,,,,1,,,,2,Cat Shen
33029,北极光,极昼,29,Environmental Testing,环境测试,"每当你安装一个程序或硬件时，放置1枚能量指示物到本资源上。
当所附载的能量指示物有4枚或更多时，销毁本资源并获得9[credit]。","“我们为什么会在这里？除了我们，还有其他人会进行这些独立测试吗？”
—帕德玛",潜袭者,塑造者,资源,,,3,,,,,,3,,,,2,Anna Butova
33030,北极光,极昼,30,Stoneship Chart Room,石船海图室,"[trash]<strong>:</strong> 抽2张卡牌。
[trash]<strong>:</strong> 对1张你已安装的卡牌充能。",每艘船都是一户人家，而每户人家都需要一颗心脏。,潜袭者,塑造者,资源,场所,,3,,,,,,0,,,,1,Elizaveta Sokolova
33031,北极光,极昼,31,Élivágar Bifurcation,埃利伐加尔分岔,当你将本议案计分时，你可以关闭1张已安装的卡牌。,对于有史以来最发达的人工智慧而言，古代悖论只不过是儿童故事。,公司,哈斯生化,议案,防卫,,3,2,1,,,,,,,,,Scott Uminga
33032,北极光,极昼,32,Midnight-3 Arcology,午夜-3型生态屋,当你将本议案计分时，抽3张卡牌。跳过你本回合的弃牌步骤。,"“午夜-3型生态屋散发着诱人的温暖，掩盖了内部支离破碎的承诺。等待着你的是契约奴的生活。”
—幻日",公司,哈斯生化,议案,扩张,,3,4,2,,,,,,,,,Emilio Rodríguez
33033,北极光,极昼,33,Refuge Campaign,庇护所营销计划,当你的回合开始时，获得2[credit]。,"“崭新的住宅、安全的工作和友善的邻居，这些承诺将会吸引成千上万的生态难民，无论他们来自世界的哪个角落。”
—图勒员工手册",公司,哈斯生化,资产,广告,,3,,,,,,4,,,4,3,Kira L. Nguyen
33034,北极光,极昼,34,Trieste Model Bioroids,的里雅斯特型生化人,"当你激活本资产时，选择1层已激活的<strong>生化人</strong>防火墙。
潜袭者卡牌能力不能破解所选择的防火墙上的子进程。","在人类技术员无法达到的深度，的里雅斯特型代理生化人能够以无与伦比的精度操纵思维空间。
<strong>由2019年世界锦标赛冠军Oliver “Pinsel” Siccha设计</strong>",公司,哈斯生化,资产,生化人,,3,,,,,,2,,,3,2,Dimik
33035,北极光,极昼,35,Echo,回声,"每当你激活一层<strong>和声</strong>防火墙时，放置1枚能量指示物到本防火墙上。
每有1枚所附载的能量指示物，本防火墙获得“[subroutine] 终止本次潜袭。”","终止本次潜袭。
终止本次潜袭。
終止本次潜袭。
终止本次潜袭。",公司,哈斯生化,防火墙,屏障 - 和声,,3,,,,,,2,0,,,2,Jakuza
33036,北极光,极昼,36,Hákarl 1.0,生化鲨1.0,"在对本服务器的潜袭中，当你激活本防火墙时，你可以关闭另一张已安装的卡牌。如果你如此做，潜袭者在本回合剩余时间内不能使用<strong>生化人</strong>防火墙上印刷的付费能力。<strong>失去[click]:</strong> 破解1条本防火墙上的子进程。只有潜袭者可以使用本能力。
[subroutine] 造成1点核心伤害。
[subroutine] 终止本次潜袭。",,公司,哈斯生化,防火墙,杀伤 - 屏障 - 生化人,,3,,,,,,5,4,,,3,Jakuza
33037,北极光,极昼,37,Wave,波动,"在对本服务器的潜袭中，当你激活本防火墙时，你可以在研发中心搜寻1层防火墙并展示之。<em>（在搜寻研发中心后将其洗混。）</em>将该防火墙加入总部。
[subroutine] 每有1层已激活的和声防火墙，获得1[credit]。",网络带来指数增长。,公司,哈斯生化,防火墙,门禁 - 和声,,3,,,,,,2,3,,,1,Jakuza
